,City_Name,Country_Code,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
349,yilan,cn,46.114817412256485,129.5632773617806,-14.1,64,32,0.83
350,mount isa,au,-23.59658833260829,141.28002893673738,76.35,28,0,13.24
351,albany,au,-52.363981008883364,110.8506584885339,39.99,92,80,26.78
352,muzhi,ru,64.90343004924551,65.7643200551243,-0.06,66,0,3.62
353,general salgado,br,-20.55804742746419,-50.3383339096128,89.22,66,48,7.31
354,clyde river,ca,71.26913660139442,-66.52982488130257,7.77,97,48,4.18
355,ostrovnoy,ru,71.280991935056,38.400857796631726,36.12,100,68,16.93
356,san-pedro,ci,5.006502429929341,-6.881778088408765,80.22,93,36,7.43
357,atuona,pf,-11.935763983237251,-127.37018754604115,74.73,100,92,16.15
358,hilo,us,16.80304145620771,-144.08117810448638,77.84,100,76,13.13
359,nikolskoye,ru,50.78024435336775,168.47666131861246,39.59,100,88,20.51
360,yellowknife,ca,71.8668538337879,-113.954855625192,-28.82,45,32,4.18
361,port hedland,au,-21.031933716122182,120.67806728437495,85.08,52,36,6.98
362,ushuaia,ar,-60.14798602369083,-60.22646399019398,33.96,95,0,15.48
363,akyab,mm,16.82099939110323,90.54823343005029,81.39,99,0,8.77
364,ushuaia,ar,-55.413070474715575,-57.25557004908501,43.01,97,76,19.51
365,saint george,bm,35.880627088466724,-63.10695049180609,73.11,96,88,44.45
366,taolanaro,mg,-73.02750915228782,60.71334435645656,-6.32,66,0,10.45
367,cape town,za,-54.65627398490981,0.0021051308330584106,32.43,97,48,24.99
368,port alfred,za,-73.34590578007712,42.26714135269614,-13.7,69,8,14.25
369,cardenas,mx,22.146770698311855,-99.48009797722833,42.51,60,0,3.96
370,vaini,to,-39.383161191129616,-170.60776441853642,61.91,100,88,9.22
371,sao sebastiao,br,-26.18524932025762,-45.20492363147315,73.29,100,0,7.65
372,yulara,au,-24.667513611463463,124.92668993572988,73.47,71,88,6.64
373,ushuaia,ar,-65.45072163599725,-59.8939943348083,30.81,100,0,3.4
374,rikitea,pf,-47.409264622327505,-117.61591164797305,48.18,99,56,31.59
375,kapaa,us,8.70669558185699,-171.7106277504507,81.57,100,68,21.63
376,iranshahr,ir,26.794596872945107,59.69912388628177,48.9,23,0,8.21
377,viligili,mv,0.4770631711760984,77.49112811586991,79.68,100,44,3.96
378,carnarvon,au,-20.652018324275616,100.7802633075629,70.05,100,24,13.24
379,new norfolk,au,-58.47638292312992,139.04343617612966,33.56,100,44,25.32
380,goba,et,5.838941931913084,40.20094055727591,73.43,30,0,7.31
381,castro,cl,-50.292622070727106,-94.03915824833476,48.14,92,92,27.11
382,otjimbingwe,na,-22.15019956161528,16.199845035106506,86.03,38,12,8.77
383,hami,cn,43.147347422205115,95.42969237737384,14.34,71,64,2.51
384,ancud,cl,-39.80584631325635,-91.5220516965575,60.06,99,92,6.98
385,bilma,ne,20.232847116947937,11.734365246155733,71.54,26,0,11.23
386,kasongo-lunda,cd,-7.426908970165741,18.166582145720298,75.99,80,64,4.07
387,norman wells,ca,76.04145438621035,-119.87845766452777,-4.25,79,80,16.26
388,sibolga,id,0.036879231051884176,96.15118393314174,82.83,100,20,4.52
389,illoqqortoormiut,gl,70.89576250515844,-28.747922387559214,-17.75,23,0,3.51
390,bredasdorp,za,-89.19492079934541,16.08854167713335,-18.33,73,0,7.43
391,matamoros,mx,24.243735740414607,-93.67538897452005,71.18,100,88,8.99
392,vaini,to,-73.04035384867191,-167.65686122612917,14.79,81,32,5.41
393,raudeberg,no,70.46151414366429,0.07779492812147737,41.61,100,56,25.55
394,stromness,gb,60.56720420829154,-3.4567686599261265,43.01,100,92,15.03
395,barentsburg,sj,85.57988203686625,-0.03904074281820158,9.89,90,80,27.22
396,sydney,au,-34.37602483876017,152.00670426009833,70.91,99,0,14.81
397,aksu,kz,51.1071103057009,76.88637989277083,19.34,81,44,12.01
398,sao joao da barra,br,-32.59061661519718,-26.667453657612754,69.06,94,80,19.62
399,marsa matruh,eg,27.686766950614,26.32228649825487,67.44,35,76,8.32
400,ahipara,nz,-32.23727877824547,165.95558519995188,67.26,100,88,12.24
401,talnakh,ru,75.9736260438608,92.17740048991664,-1.73,100,48,27.34
402,khatanga,ru,76.27260271489595,99.7008923026176,-13.47,85,0,18.84
403,punta arenas,cl,-85.59542014493982,-98.7523550568354,-11.45,70,0,9.22
404,qaanaaq,gl,85.29211720958637,-73.24616505609634,12.27,80,64,27.34
405,provideniya,ru,50.12730160197896,-176.91760151614207,38.28,100,88,24.65
406,umzimvubu,za,-48.505409490956204,44.70178965052585,40.31,97,80,21.41
407,cidreira,br,-41.74482171451309,-36.309543696362084,56.78,97,88,14.47
408,pisco,pe,-17.49691616112885,-83.95092567856817,64.65,100,88,10.78
409,cape town,za,-60.456848731892244,-0.04345238544490826,29.78,98,64,28.34
410,airai,pw,14.034542189736484,138.73253584367967,79.73,100,64,9.66
411,tuktoyaktuk,ca,73.30711773445043,-132.51932344198076,-19.41,86,20,5.19
412,lyngseidet,no,69.87927334387643,19.608986067498364,26.6,73,40,2.24
413,kapaa,us,31.203064662703156,-168.02134247259931,66.36,100,76,31.14
414,cape town,za,-58.63955318502903,-4.115952914313567,30.45,99,24,27.11
415,rikitea,pf,-10.353984402260153,-115.7307328656889,75.54,100,76,16.26
416,jamestown,sh,-24.272649357976746,-16.567547073882935,71.81,100,92,12.68
417,georgetown,us,32.89817497904693,-78.83714919599257,35.6,80,1,5.82
418,padang,id,-5.950512426905334,95.53150648641929,83.55,100,8,1.39
419,moerai,pf,-19.710719629903792,-153.2100637570694,80.36,96,76,13.8
420,arraial do cabo,br,-36.712664485429144,-26.574534040889347,64.16,91,88,25.55
421,port alfred,za,-86.00025446805414,43.02495798548239,-13.74,69,0,6.98
422,kapaa,us,29.41593720214952,-158.78818432294509,63.75,100,8,6.08
423,sorong,id,-0.17745268125010227,129.52034762416986,76.94,100,88,10.67
424,utiroa,ki,-1.8546987531778285,174.7698311675207,83.19,99,92,12.57
425,las cruces,us,32.15952339140145,-106.77660013601847,30.38,73,1,3.36
426,punta arenas,cl,-82.30188916848176,-105.28373743822456,-3.39,76,8,11.23
427,bosconia,co,9.765348591741713,-73.96291531807925,80.13,88,80,2.95
428,kaitangata,nz,-61.96553595369072,176.0162269186502,38.1,95,80,18.5
429,hermanus,za,-57.860756433935045,6.995921781858186,30.72,100,80,22.97
430,galgani,sd,11.54150896036792,34.19240495128,92.06,19,56,3.51
431,hami,cn,42.02302008560909,92.82080339721728,13.62,64,56,3.51
432,cherskiy,ru,79.03827745287211,162.16781644399038,-15.63,72,20,16.6
433,saint-pierre,re,-24.151447572777087,53.567469633501844,80.63,94,44,14.81
434,dikson,ru,81.73191092530567,70.69441946079897,-1.5,83,48,22.41
435,rikitea,pf,-18.738849358886412,-138.70465459196913,79.64,100,12,12.91
436,east london,za,-65.37829168016741,51.04785107597519,31.08,100,80,20.51
437,tuktoyaktuk,ca,82.34965792149643,-141.8667909661763,-6,88,32,26.11
438,avarua,ck,-65.316655359707,-165.85259014004188,27.89,95,48,9.78
439,ushuaia,ar,-72.09540003137491,-46.41834697079926,29.19,100,24,16.37
440,barrow,us,89.15533194946434,-147.29105528447417,-6.23,74,32,25.88
441,kirakira,sb,-16.046312794867248,158.66461107333305,78.38,100,92,17.6
442,saint-andre-avellin,ca,46.02770783647691,-75.17887602061235,21.2,79,90,13.87
443,waddan,ly,28.472535469871573,17.940874255302333,63.3,40,20,7.65
444,cidreira,br,-44.63343639040608,-34.58848780412154,50.34,95,92,10.89
445,katsuura,jp,26.17057885159643,144.58229559992043,69.51,100,100,19.17
446,simga,in,21.74106855783927,81.66688579699718,59.21,64,0,3.74
447,mataura,pf,-80.32568406074506,-148.49016298174246,19.83,90,32,3.18
448,kaitangata,nz,-56.57014429734781,171.70917528313714,44.4,100,64,26.22
449,katsuura,jp,24.840271803758284,151.7075761986997,79.5,100,24,17.27
450,sur,om,18.91135901823121,59.105972154102886,75.36,100,0,8.77
451,barentsburg,sj,78.56257406625267,10.705264335446799,26.49,100,0,18.72
452,moree,au,-29.41384160818886,148.65350852760332,68.66,52,8,5.64
453,nizwa,om,21.104304403060468,56.59484491858552,66.81,46,0,3.85
454,lolua,tv,-5.04226569107972,170.5262268843153,83.96,100,48,8.1
455,mar del plata,ar,-52.846178016032496,-46.1636862653003,40.53,96,80,7.87
456,ushuaia,ar,-78.55175780389578,-48.15085667722468,9.98,96,0,2.39
457,bossangoa,cf,6.064103131098179,17.162257392920054,90.57,35,0,9.1
458,atuona,pf,-0.1996445400757807,-145.68384062107066,75.27,100,56,15.7
459,kruisfontein,za,-86.84247861660738,29.431502557725224,-11.31,76,32,4.18
460,hobart,au,-50.65710448978206,152.74368040779092,47.33,100,76,34.16
461,hua hin,th,12.624513670455784,100.00586626594526,81.12,100,0,6.31
462,narsaq,gl,83.46175309102335,-64.79394217256849,-6.36,87,36,7.54
463,pangoa,pe,-10.814772178042872,-72.43902903939652,79.46,86,92,4.74
464,saint-philippe,re,-60.43652040581951,75.3448435187002,32.03,96,92,5.19
465,avarua,ck,-26.6189495464072,-161.41720004398843,71.13,98,92,18.84
466,saleaula,ws,0.7583070031844699,-169.6134563854549,78.83,100,0,17.05
467,drayton valley,ca,53.374723678501994,-115.26430885729918,35.31,62,80,7.2
468,kodiak,us,58.200979157408824,-156.4751003471207,26.6,86,90,11.41
469,busselton,au,-38.51817753709698,87.6240674489498,60.15,97,80,19.17
470,buariki,ki,1.4849240323211887,172.32974126052528,82.4,78,75,9.17
471,bontang,id,0.723583596528357,116.22883001597904,76.26,86,80,2.28
472,kapaa,us,29.342828681514987,-175.32597615085513,71.85,100,76,22.75
473,chapais,ca,49.915512897323026,-74.20660135820995,-9.41,83,90,3.36
474,chingirlau,kz,50.680046190603775,54.38932925560357,21.59,90,76,6.98
475,lokosovo,ru,59.79758634113139,74.78249302403015,14.7,89,76,3.74
476,hasaki,jp,35.04589456701777,142.77648457082063,63.66,100,92,26.33
477,rikitea,pf,-56.97977218452502,-135.2152049013048,37.92,99,64,24.2
478,butaritari,ki,9.488094848899863,169.96923041820065,83.69,98,76,22.3
479,craig,us,40.57896245693365,-107.53627291058662,10.56,77,1,3.36
480,ushuaia,ar,-89.57721971175505,-42.01266118415447,-19.1,58,0,4.18
481,mikumi,tz,-7.352802579682518,36.723386083921724,70.64,83,68,2.28
482,upernavik,gl,78.11148348077262,-49.014417993483704,-3.17,65,56,13.24
483,butaritari,ki,17.51509109225765,167.20717082148047,80.99,100,0,22.53
484,hobart,au,-79.86210844036839,150.37607173185847,0.75,79,44,9.22
485,ahuimanu,us,26.831984400697934,-155.82760969044057,66.86,100,0,8.99
486,edd,er,14.54587179287482,41.9494848183611,80.4,95,0,22.08
487,ribeira grande,pt,28.850058754695482,-29.771019960756718,73.2,96,0,16.26
488,chapais,ca,49.336865316381505,-73.70508160381662,5.97,78,68,3.96
489,rikitea,pf,-76.789763696567,-138.87925130337734,1.16,73,0,7.87
490,mahebourg,mu,-38.2333127496704,73.60592737519445,61.14,98,44,16.82
491,pontianak,id,-0.2505535587959855,108.78084302732441,80.6,88,40,3.36
492,rikitea,pf,-61.51977119590208,-119.71414510993573,34.5,100,68,15.03
493,santo tomas,ni,12.126308572292984,-85.22189547925062,77,73,40,9.17
494,albany,au,-82.89186482325735,94.17328402610076,-29.94,31,0,4.52
495,busselton,au,-37.82504802779943,106.87974585643957,61.64,96,92,11.34
496,punta arenas,cl,-79.95491946263832,-97.37770054371188,-7.58,70,0,4.74
497,bengkulu,id,-6.289356177554126,100.90971260817508,82.29,100,36,3.62
498,isangel,vu,-19.488088834710936,171.51937168805125,79.19,100,12,13.35
